STT,Category,Content
11,Kinh tế,"
Tại Hội đàm, hai Bên khái quát các thỏa thuận đã ký kết cũng như triển khai những hoạt động đã thực hiện liên quan đến phát triển kinh tế biên mậu, cửa khẩu, du lịch;... Thời gian qua lực lượng chức năng hai bên đã tích cực trao đổi, thường xuyên phối hợp triển khai các phương thức giao nhận hàng hoá, tạo điều kiện thuận lợi tối đa thông quan hàng hoá xuất nhập khẩu qua các cửa khẩu giữa hai bên.
Thông tin về tổng lưu lượng phương tiện chở hàng hóa xuất, nhập khẩu thông quan qua các cửa khẩu trên địa bàn tỉnh Lạng Sơn tăng 16,7% so với cùng kỳ năm 2023, Chủ tịch UBND tỉnh Lạng Sơn - Hồ Tiến Thiệu mong muốn phía Quảng Tây nói chung và Sủng Tả nói riêng sớm thiết lập cơ chế gặp gỡ, trao đổi thông tin để thống nhất các nội dung kết nối hạ tầng khoa học kỹ thuật, các hạng mục cụ thể về xây dựng thí điểm Cửa khẩu thông minh.
Lạng Sơn cũng mong muốn phía Sủng Tả quan tâm chỉ đạo và giới thiệu các doanh nghiệp lớn tới đầu tư vào các khu, cụm công nghiệp tại tỉnh Lạng Sơn; cùng thực hiện tốt 03 Văn kiện pháp lý về biên giới và các thoả thuận giữa 2 tỉnh/khu; tích cực tháo gỡ vướng mắc, giải quyết dứt điểm các vụ việc còn tồn đọng, góp phần xây dựng biên giới hòa bình, hữu nghị, hợp tác và phát triển…
Liên quan đến nội dung về đẩy mạnh các hoạt động về du lịch biên giới, Chủ tịch UBND tỉnh Lạng Sơn Hồ Tiến Thiệu cho biết: “Định hướng của chúng tôi rất mong muốn phát triển du lịch với tỉnh Quảng Tây (Trung Quốc), chúng ta gắn phát triển du lịch với phát triển thương mại thông qua các hội chợ quảng bá giới thiệu sản phẩm hàng hóa có chất lượng của 2 Bên; Chúng tôi muốn gắn phát triển du lịch với việc quảng bá những nét văn hóa đặc sắc của nhân dân các dân tộc ở Lạng Sơn và Quảng Tây tới đông đảo du khách"".
Các thành viên đoàn đại biểu thành ủy Sủng Tả (Quảng Tây, Trung Quốc) đề nghị và mong muốn tỉnh Lạng Sơn cùng với tỉnh Quảng Tây nói chung và thành phố Sùng Tả nói riêng thúc đẩy các giải pháp tăng cường giao thương hàng hóa; cùng xây dựng và đẩy nhanh tiến độ cửa khẩu thông minh; khôi phục các phương thức giao nhận hàng hóa xuất nhập khẩu, xuất nhập cảnh tại một số lối thông quan thuộc cặp cửa khẩu quốc tế Hữu Nghị (Việt Nam) - Hữu Nghị Quan (Trung Quốc)...
Ông Lam Hiểu, Bí thư Thành ủy Sủng Tả (Quảng Tây, Trung Quốc) đề nghị: “Đề nghị cải thiện cơ sở hạ tầng bãi hàng hóa để đáp ứng nhu cầu bốc xếp hàng, nâng cao hiệu suất thông quan, thúc đẩy tăng lượng hàng hóa thông quan qua các cửa khẩu. Chúng tôi cũng mong muốn có sự hỗ trợ để 2 Bên xây dựng Khu hợp tác du lịch qua biên giới nhằm tăng cường hợp tác du lịch giữa 2 nước; thiết lập cơ chế gặp gỡ thường xuyên giữa 2 Bên, làm việc ít nhất 2 lần mỗi năm hoặc gặp gỡ theo nhu cầu thực tế"".
Cũng tại cuộc hội đàm, Hai bên thống nhất cùng đề xuất các cấp có thẩm quyền của hai nước thúc đẩy xây dựng tuyến đường sắt kết nối đường sắt cao tốc Nam Ninh - Sùng Tả - Bằng Tường; chỉ đạo lực lượng chức năng tiếp tục phối hợp, tạo điều kiện thuận lợi cho hoạt động xuất nhập khẩu thông suốt, thuận tiện qua các cửa khẩu; rà soát, bổ sung các mặt hàng được xuất khẩu, nhập khẩu qua cửa khẩu quốc tế Hữu Nghị - Hữu Nghị Quan và cửa khẩu song phương Chi Ma - Ái Điểm;..."
12,Kinh tế,"Tờ Thời báo Tài chính của Ấn Độ mới đây cho biết, khoản nợ lớn nhất mà Bangladesh đang sở hữu là với công ty Adani Power, với ước tính là 800 triệu USD. Adani Power hiện đang bán điện cho nước láng giềng từ nhà máy nhiệt điện than công suất 1,6GW của hãng đặt tại bang Jharkhand, và qua một tuyến đường dây truyền tải riêng.
Bangladesh cũng đang nợ 4 doanh nghiệp sản xuất, phân phối điện Ấn Độ khác là SEIL Energy, NTPC, PTC PTC India, và Tổng công ty lưới điện Ấn Độ số tiền từ 20 triệu tới 150 triệu USD.
Hiện các công ty này vẫn tiếp tục cung cấp điện cho Bangladesh dù chưa có dấu hiệu cho thấy các khoản nợ này sẽ sớm được thanh toán. Tuy nhiên, tình hình này có thể không kéo dài lâu, vì các doanh nghiệp Ấn Độ phải duy trì sự ổn định tài chính.
Căng thẳng tài chính ở Bangladesh đã trở nên trầm trọng hơn do tình hình chính trị bất ổn hiện tại. Quốc gia Nam Á này vừa thay đổi Chính phủ sau các cuộc biểu tình, bạo loạn của người dân phản đối chính sách hạn ngạch viên chức kéo dài từ tháng 7.
Thống đốc mới được bổ nhiệm của Ngân hàng Trung ương Bangladesh Ahsan H Mansur, đã xác nhận khoản nợ lớn nợ với Adani Power. Quan chức này thừa nhận tầm quan trọng của việc thanh toán các khoản nợ này để đảm bảo nguồn cung cấp điện liên tục. Adani Power cùng với các nhà cung cấp điện khác của Ấn Độ như NTPC và PTC India hiện đang tham gia thảo luận với chính phủ lâm thời Bangladesh để giải quyết vấn đề này."
13,Kinh tế,"Trí tuệ nhân tạo (AI) có sức mạnh lớn, mang lại giá trị hữu ích cho nhiều lĩnh vực, đặc biệt là trong sản xuất, kinh doanh. AI được xem là giải pháp “viên đạn bạc” cho vô số thách thức kinh doanh hiện đại trong các ngành công nghiệp. Từ việc cải thiện dịch vụ chăm sóc chẩn đoán đến cách mạng hóa trải nghiệm của khách hàng. Trên thế giới, có nhiều ngành và doanh nghiệp đã trải nghiệm được sức mạnh chuyển đổi thực sự của AI.
Chia sẻ trên trang CIO, ông Jackson Shaw - Giám đốc chiến lược tại công ty giải pháp công nghệ Clear Skye có trụ sở tại Mỹ, cho biết sử dụng AI mang tính đột phá, sáng tạo, nhưng giá trị thực sự của AI nằm ở khả năng cải thiện đáng kể hiệu quả hoạt động bởi một trong những điểm mạnh của AI trong kinh doanh hiện đại là khả năng tự động hóa các tác vụ, giảm lỗi và đưa ra quyết định dựa trên dữ liệu trên quy mô lớn.
Từ phân tích dự đoán đến xử lý ngôn ngữ tự nhiên, các ứng dụng được hỗ trợ bởi AI cho phép đưa ra quyết định nhanh hơn và chính xác hơn. Nói cách khác, sức hấp dẫn của AI nằm ở khả năng xử lý lượng lớn dữ liệu một cách nhanh chóng, xác định các mẫu mà con người có thể không nhìn thấy và thích ứng với thông tin mới trong thời gian thực.
Trong các lĩnh vực như tài chính, chăm sóc sức khỏe và sản xuất, các giải pháp dựa trên AI đã chứng minh được giá trị của chúng bằng cách tối ưu hóa chuỗi cung ứng, cải thiện quản lý rủi ro và nâng cao dịch vụ khách hàng. Ví dụ, trong sản xuất, AI có thể dự đoán lỗi thiết bị trước khi chúng xảy ra, cho phép bảo trì phòng ngừa giúp giảm thời gian ngừng hoạt động và chi phí.
Bên cạnh đó, AI còn có thể thúc đẩy hiệu quả hoạt động trong các lĩnh vực khác. Chẳng hạn, các chatbot được hỗ trợ bởi AI có thể xử lý một phần đáng kể các yêu cầu của khách hàng, giảm khối lượng công việc cho con người. Trong quản lý chuỗi cung ứng, AI có thể tối ưu hóa mức tồn kho và dự đoán nhu cầu chính xác hơn, giảm lãng phí và cải thiện khả năng phản ứng với những thay đổi của thị trường.
Mặc dù AI không phải là một giải pháp hoàn hảo nhưng nó có thể nâng cao đáng kể hiệu quả hoạt động khi được áp dụng đúng cách. Điều quan trọng là phải thừa nhận AI là công cụ hoạt động tốt nhất khi tăng cường công nghệ và quy trình.
Tuy nhiên, theo chuyên gia Jackson Shaw, để thực sự khai phá tiềm năng của AI, cần đầu tư vào cơ sở hạ tầng và kỹ năng phù hợp. Điều này bao gồm việc đảm bảo rằng dữ liệu của họ sạch sẽ, chính xác và cập nhật, cũng như đào tạo nhân viên để làm việc hiệu quả cùng với các hệ thống AI. Điều đó cũng có nghĩa là áp dụng tư duy cải tiến liên tục, trong đó AI được đánh giá và cập nhật thường xuyên dựa trên phản hồi và dữ liệu mới.
AI có tiềm năng thúc đẩy hiệu quả hoạt động đáng kể trên nhiều chức năng kinh doanh khác nhau, bao gồm cả quản lý danh tính. Nhưng nó vẫn chưa chứng tỏ được bản thân. Các tổ chức tiếp cận AI với sự hiểu biết rõ ràng về những hạn chế và điểm mạnh của nó sẽ có nhiều khả năng thành công hơn. Khi làm như vậy, họ có thể đạt được một cách tiếp cận thực tế hơn.
Tại Việt Nam, AI không còn là thuật ngữ xa lạ, song không ít doanh nghiệp vẫn đang loay hoay tìm giải pháp AI hiệu quả để thúc đẩy các hoạt động sản xuất, kinh doanh.
Nhiều doanh nghiệp đã bắt đầu tìm đến AI để hỗ trợ doanh nghiệp trong việc quảng bá sản phẩm và tạo ra những chiến lược kinh doanh toàn diện và lâu dài…
Theo chia sẻ của ông Cao Xuân Hoài Vương, Chủ tịch HĐQT AIVA Group - một trong những công ty tiên phong tại Việt Nam trong lĩnh vực phát triển giải pháp trí tuệ nhân tạo cho doanh nghiệp, tại Ngày hội Trí tuệ nhân tạo Việt Nam (AI4VN) 2024 được tổ chức tại Hà Nội mới đây, nhiều giải pháp Automation AI thông minh đã được giới thiệu, với tính năng giúp doanh nghiệp tăng hiệu suất kinh doanh gấp mấy lần nhờ các workflow tự động.
Giải pháp AI thông minh có thể hỗ trợ từ việc lập kế hoạch marketing, viết nội dung, đến các tác vụ lặp lại trong công việc kinh doanh hằng ngày, giải pháp này cam kết tiết kiệm thời gian và nâng cao hiệu suất công việc một cách đáng kể.
Hiện tại, Workflow Automation (tự động hóa luồng công việc hay tự động hóa quy trình làm việc) là tính năng dẫn đầu thị trường Việt Nam và khu vực, cho phép trợ lý tự động triển khai toàn bộ quy trình xuyên suốt từ đầu đến cuối trong 1 tác lệnh, cho phép người dùng chạy song song nhiều trợ lý cùng lúc mà không ảnh hưởng đến bất cứ tác vụ khác trên thiết bị giúp tiết kiệm thời gian và tối đa hóa hiệu quả công việc.
“Chúng tôi tin rằng trí tuệ nhân tạo không chỉ là công cụ, mà còn là cơ hội để chúng ta tiên phong và khai phá những giới hạn mới. Công nghệ góp phần làm thay đổi đột phá giúp các doanh nghiệp thực hiện tác vụ ứng dụng trong hoạt động kinh doanh để thu hút khách hàng, tăng doanh thu, giảm chi phí, mang lại lợi nhuận cao”, ông Cao Xuân Hoài Vương cho hay.
Tuy vậy, trên thực tế, số doanh nghiệp sử dụng giải pháp AI vẫn khá ít. Lý do đến từ việc họ lúng túng trong cách sử dụng, ngại công nghệ mới, hoang mang giữa ""rừng"" thông tin, sử dụng không hiệu quả dẫn đến không dùng nữa.
Theo dự báo của GS, TS Nguyễn Thanh Thủy - Chủ tịch Hội Tin học Việt Nam, AI tạo sinh sẽ ảnh hưởng sâu sắc đến thị trường lao động trong 3 năm tới. Vấn đề của doanh nghiệp là lựa chọn thời điểm để ứng dụng, đồng thời cần lưu ý đến chính sách để quản lý những rủi ro như chọn đối tác, môi trường.
GS, TS Nguyễn Thanh Thủy cũng lưu ý, con người nên tận dụng nhưng không lạm dụng, phó mặc cho AI thay thế hoàn toàn.
VOV.VN - Câu hỏi “học ngành nào”, “học cái gì”, “học như thế nào” luôn là nỗi băn khoăn của nhiều bạn trẻ và các bậc phụ huynh trước một thị trường lao động ngày càng cạnh tranh và bị ảnh hưởng bởi sự phát triển mạnh mẽ của trí tuệ nhân tạo."
14,Kinh tế,"Chiều 27/8, trao đổi với phóng viên Báo Điện tử VOV, lãnh đạo Cục Quản lý thị trường tỉnh Bắc Ninh cho biết, vào khoảng 12h45 ngày 20/8, Đoàn kiểm tra của Cục Quản lý thị trường tỉnh Bắc Ninh do ông Nguyễn Văn Hoàng ( Phó Cục trưởng Cục QLTT tỉnh Bắc Ninh) chỉ đạo trực tiếp, phối hợp với lực lượng Công an tỉnh Bắc Ninh và Công an TX. Thuận Thành tiến hành đột kích bất ngờ, kiểm tra khu lán tạm ven bờ đê sông Đuống, xã Đại Đồng Thành (TX. Thuận Thành).
Qua đó, lực lượng chức năng đã bắt quả tang 6 người đang có hành vi san triết gas trái phép từ bình gas lớn sang các bình gas mang nhiều thương hiệu như Hồng Hà, Thăng Long, Venus, Vạn Lộc ...
Tại hiện trường, các lực lượng chức năng ghi nhận đang có 2 xe bồn biển số: 29C – 954. 99 và 57R – 4252; 2 xe tải biển số: 29H – 842.38 và 29K 004.98; và lập biên bản tạm giữ 7 bàn cân điện tử, vòi bơm triết gas cùng hàng trăm bình, vỏ bình gas.
Hiện, Cục Quản lý thị trường tỉnh Bắc Ninh cùng các cơ quan chức năng đang tiếp tục đấu tranh làm rõ những hành vi vi phạm của các cá nhân liên quan, để xử lý theo quy định pháp luật."
15,Kinh tế,
16,Kinh tế,
17,Kinh tế,"Về nguy cơ chiến tranh thương mại, người phát ngôn Bộ Ngoại giao Trung Quốc Lâm Kiếm tuyên bố, thông qua “Đạo luật giảm lạm phát” thực hiện các khoản trợ cấp mang tính phân biệt, tiếp tục cản trở việc lựa chọn thẩm phán cho Cơ quan phúc thẩm của Tổ chức Thương mại Thế giới và áp đặt mức thuế cao với hàng hóa của nước khác, Mỹ gây ra mối quan ngại lớn nhất về một vòng chiến thương mại mới trên toàn cầu.
Theo người phát ngôn Bộ Ngoại giao Trung Quốc trong buổi họp báo thường kỳ ngày 26/8, việc sản xuất của Trung Quốc là nhờ vào việc tiếp tục đầu tư nghiên cứu, phát triển, cũng như lợi thế so sánh, không cần bán phá giá thông qua trợ cấp hoặc độc quyền thông qua bảo hộ. Ông Lâm Kiếm tuyên bố, Trung Quốc đảm bảo sự ổn định của chuỗi công nghiệp và chuỗi cung ứng toàn cầu bằng chuỗi công nghiệp sản xuất hoàn chỉnh của mình, thúc đẩy tiến bộ công nghệ và nâng cấp công nghiệp toàn thế giới.
Ông Lâm Kiếm nhấn mạnh, thị phần xuất khẩu hàng hóa quốc tế của Trung Quốc đứng đầu thế giới và thị phần nhập khẩu hàng hóa quốc tế của nước này đứng thứ 2 thế giới trong 15 năm liên tiếp, đóng vai trò quan trọng đối với sự phát triển ổn định, lành mạnh của nền kinh tế thế giới.
Ông Lâm Kiếm dẫn số liệu cho biết, vào năm ngoái, trong số các thành viên của WTO, chỉ riêng Mỹ đã thông báo 454 biện pháp rào cản thương mại kỹ thuật, nhiều hơn tổng số thông báo của 5 thành viên tiếp theo.
Người phát ngôn Bộ Ngoại giao Trung Quốc đưa ra phản ứng trên khi trả lời câu hỏi liên quan đến việc truyền thông Mỹ cho rằng việc Trung Quốc tăng cường đầu tư vào sản xuất sẽ làm trầm trọng thêm vấn đề dư thừa công suất, gây áp lực lên các doanh nghiệp của nước khác và gây ra vòng chiến tranh thương mại mới trên toàn cầu.
Ông Lâm Kiếm nhấn mạnh, trong quá khứ, nền kinh tế của Trung Quốc đã hội nhập sâu sắc với sự phát triển của thế giới, còn trong tương lai, nước này sẽ tiếp tục mở cửa mức độ cao hơn và tạo động lực mới cho sự phát triển kinh tế toàn cầu."
18,Kinh tế,"
Hôm nay 27/8, Bí thư Huyện ủy Bình Chánh, TP.HCM - Trần Văn Nam cho biết, địa phương này đang hình thành vùng sản xuất lúa gạo ST25 hữu cơ với quy mô ban đầu hơn 220ha trên địa bàn xã Hưng Long, huyện Bình Chánh.
Theo đó, địa phương này đã hình thành mô hình mẫu sản xuất lúa, gạo ST25 hữu cơ với diện tích gần 6ha trên địa bàn xã Hưng Long. Mô hình mẫu có 7 nông hộ tham gia triển khai ứng dụng canh tác quy trình 4 bước bằng việc bón thủy phân enzyme với vitamin từ ABZ Organic - một loại phân bón enzyme do chính một thành viên Câu lạc bộ sản phẩm Ocop Bình Chánh sản xuất. Đến thời điểm này, mô hình mẫu đang mang lại kết quả rất khả quan, có 1 ha hữu cơ sắp thu hoạch, sản lượng ước khoảng 7 - 7,5 tấn/ha.

Trao đổi tại buổi làm việc với nông hộ và chính quyền địa phương, ông Trần Văn Nam, Bí thư Huyện ủy Bình Chánh, TP.HCM chia sẻ thêm một số thông tin mới về thị trường gạo hữu cơ tại Nhật Bản, Đài Loan (Trung Quốc)… Qua đó khuyến khích nông hộ chủ động, mạnh dạn ứng dụng những giống lúa mới chất lượng cao trong và ngoài nước. Theo đó, trong bối cảnh đất nông nghiệp ngày càng thu hẹp do đô thị hóa, việc sản xuất lúa gạo cần tính toán đến kế hoạch sản xuất theo đơn đặt hàng và nhu cầu tiêu thụ sản phẩm hữu cơ xuất khẩu, nâng cao giá trị gia tăng cho người nông dân.
Ông Nguyễn Văn Hai, ấp 3, xã Hưng Long, huyện Bình Chánh, TP.HCM, một trong số những nông hộ triển khai mô hình mẫu sản xuất lúa gạo hữu cơ cho biết, toàn bộ sản lượng gạo từ mô hình mẫu này đã được cam kết bao tiêu với giá cao hơn giá thị trường. Một số đối tác từ Nhật Bản, Đài Loan (Trung Quốc) cũng đã có hợp đồng ghi nhớ tiêu thụ toàn bộ sản lượng phát triển thêm trong tương lai, kèm điều kiện được giám sát toàn bộ quy trình sản xuất này.
Với nhu cầu tiêu thụ lúa gạo hữu cơ và sự định hướng, hỗ trợ của chính quyền địa phương, nông hộ rất phấn khởi, tự tin chuyển đổi sản xuất theo hướng sạch và bền vững mang lại giá trị cao hơn. Trong chuyển đổi cây trồng của TP.HCM theo hướng nông nghiệp đô thị, bà con tại đây đang tập trung sản xuất cây lúa này theo hướng tạo nên đặc sản nhưng phải là sản phẩm hữu cơ. Toàn bộ đều ứng dụng phân bón hữu cơ để không bị tồn dư nhiều loại phân, thuốc trong cây trồng, ông Nguyễn Văn Hai chia sẻ."
19,Kinh tế,"Đồng nhân dân tệ của Trung Quốc đã có những bước tiến đáng kể trong việc trở thành đồng tiền thanh toán phổ biến trong thương mại quốc tế.
Truyền thông nước này dẫn dữ liệu của Hiệp hội Viễn thông Tài chính Liên ngân hàng toàn cầu (SWIFT) công bố mới đây cho biết, trong tháng 7, Nhân dân tệ tiếp tục là loại tiền tệ thanh toán nhiều thứ 4 trên thế giới, chiếm 4,74%. Đây là tháng thứ 9 liên tiếp đồng tiền của Trung Quốc giữ vị trí này và tỷ trọng giao dịch toàn cầu 4,74% cũng là mức kỷ lục mới.
So với tháng 6, giá trị thanh toán bằng Nhân dân tệ trong tháng 7 tăng 13,37%, vượt xa mức tăng trưởng 10,29% được ghi nhận trên tất cả các loại tiền tệ còn lại.
Nhân dân tệ cũng giữ vị trí số 2 trên thị trường tài chính, thương mại toàn cầu với 6% thị phần, cao hơn 5,8% của đồng euro, nhưng thấp hơn nhiều so với tỷ lệ áp đảo 83,2% của đồng đô la Mỹ. Đây là tháng thứ 2 liên tiếp nhân dân tệ vượt qua đồng euro và khoảng cách giữa hai loại tiền tệ đã tăng từ 0,07% trong tháng 6 lên 0,17% vào tháng 7.
Những dữ liệu mới nhất này được đánh giá là cột mốc trong nỗ lực của Bắc Kinh nhằm chống lại sự thống trị của đồng đô la Mỹ và tăng tiếng nói của mình trong hệ thống tiền tệ quốc tế."
20,Kinh tế,"Theo ghi nhận, tại các trại cá giống tại tỉnh Hậu Giang, các giống cá thả nuôi trên ruộng mùa nước nổi như: cá chép, rô phi, cá mè vinh, cá trê phi, trê vàng… hiện dao động từ 90.000-160.000 đồng/kg tùy loại, tăng khoảng 10% so với năm ngoái.
Lý do giá cá giống năm nay tăng là do nguồn cung khan hiếm, trong khi nhu cầu thả nuôi nhiều. Thời điểm này, tuy nước trên đồng chưa lên cao nhưng nông dân đều chuẩn bị nguồn cá giống để ươm chờ khi nước lên sẽ thả cá lên ruộng nhằm giảm tỷ lệ hao hụt, rút ngắn được thời gian nuôi trên ruộng.
Trước đây, tại các vùng trũng của tỉnh Hậu Giang như huyện Phụng Hiệp, Vị Thủy, Long Mỹ… mỗi khi đến mùa nước nổi về, nông dân sản xuất vụ lúa Thu đông kém hiệu quả nên thường bỏ đồng trống. Những năm gần đây, bà con bắt đầu tận dụng diện tích ruộng ngập nước để nuôi cá và mang lại hiệu quả cao.
Theo nhiều hộ dân, mô hình nuôi cá ruộng tốn ít công chăm sóc, chi phí đầu vào thấp, đầu ra ổn định. Bà con chỉ tốn tiền mua cá giống, thức ăn cho cá vào giai đoạn thả cá ươm và tiền mua lưới cước bao xung quanh ruộng. Sau hơn 3 tháng thả nuôi, trừ chi phí, nông dân nuôi cá trên ruộng có thu nhập từ 12 triệu đồng đến 15 triệu đồng/ha. Ngoài hiệu quả kinh tế, việc nuôi cá trên ruộng còn góp phần làm tăng độ phì nhiêu của đất; các loại cá còn ăn các loại rong rêu, vệ sinh đồng ruộng, hạn chế được các loại cỏ dại trong mùa nước nên giảm chi phí đầu tư cho vụ lúa Đông xuân tiếp theo khoảng 1 triệu đồng/ha.
Năm nay, tỉnh Hậu Giang phấn đấu đạt diện tích nuôi cá ruộng khoảng 7.500ha, trong đó tập trung nhiều ở huyện Phụng Hiệp khoảng 4.000ha."
21,Kinh tế,"Trước tình trạng ô nhiễm môi trường tại làng nghề xã Văn Môn, huyện Yên Phong, tỉnh Bắc Ninh ngày càng phức tạp, ảnh hưởng tới đời sống, sinh hoạt của nhân dân, UBND tỉnh Bắc Ninh đã chỉ đạo tập trung quyết liệt các giải pháp, đẩy nhanh tiến độ triển khai thực hiện Đề án tổng thể xử lý môi trường làng nghề xã Văn Môn, giai đoạn 2022-2026.
Hiện, UBND xã Văn Môn cũng đang tích cực đẩy mạnh tuyên truyền, vận động các hộ sản xuất kinh doanh tại địa phương chuyển đổi mô hình sản xuất hoặc di dời cơ sở vào trong cụm công nghiệp (CCN) làng nghề Mẫn Xá để khắc phục tình trạng ô nhiễm môi trường hiện nay. Tuy nhiên, công tác này vẫn còn gặp nhiều khó khăn, tình trạng ô nhiễm môi trường ở đây vẫn chưa được cải thiện.
Thôn Mẫn Xá có gần 300 cơ sở kinh doanh phế liệu, buôn bán, cô đúc nhôm. Sau nhiều năm vận động tuyên truyền, hiện, địa phương còn khoảng hơn 150 cơ sở cô đúc nhôm trong thôn (trong đó có 126 cơ sở đang hoạt động) và khoảng 100 cơ sở đã chuyển vào sản xuất tại CCN làng nghề Mẫn Xá. Qua nắm bắt, các cơ sở sản xuất tại địa phương đều đồng tình với chủ trương di dời để hạn chế ô nhiễm môi trường trong khu dân cư. Tuy nhiên, đến nay, việc chuyển hoạt động sản xuất vào CCN của các cơ sở trong thôn vẫn chưa có nhiều chuyển biến.

Ông B.V.L ở xã Văn Môn, huyện Yên Phong, tỉnh Bắc Ninh cho biết, cả xã Văn Môn có 5 thôn, tuy nhiên, chỉ thôn Mẫn Xá là có nghề tái chế. Thôn này ở giữa nên khói bụi, ô nhiễm cả xã phải hứng chịu. Rác thải được đổ vô tội vạ khắp nơi, ùn ứ thành những đống sừng sững như núi bủa vây quanh thôn.
“Đặc biệt trong ngày trời mưa thì cả làng bị mùi thum thủm, hôi thối do hóa chất nhôm bị hòa tan bủa vây. Ngày nắng, gió thổi bụi nhôm mù mịt khắp làng. Trên không trung, khói bụi từ các ống khói lò luyện nhả thẳng lên trời… Cả xã Văn Môn sống nơm nớp trong ô nhiễm. Trung bình mỗi ngày, các lò luyện xử lý, tái chế khoảng 30 tấn nhôm, thải ra khoảng 3 – 4 tấn xỉ thải. Những núi chất thải lưu cữu nhiều năm, ước tính vài trăm ngàn tấn. Dù vậy, vì kinh tế, nhiều người sẵn sàng đánh đổi, bào mòn sức khỏe, làm việc trong môi trường vô cùng độc hại” - ông L bức xúc nói.
Trao đổi với phóng viên Báo Điện tử VOV, ông Nguyễn Công Đoàn – Phó Chủ tịch UBND xã Văn Môn, huyện Yên Phong, tỉnh Bắc Ninh cho biết, thời gian vừa qua vấn đề ô nhiễm môi trường làng nghề tại xã Văn Môn luôn được các cấp, các ngành quan tâm, tháo gỡ. Tuy nhiên, hiện tại vẫn chưa có chuyển biến rõ nét do vấn nạn đổ trộm chất thải công nghiệp vẫn còn diễn ra, nhiều đối tượng đã lạm dụng trời mưa, lúc đêm tối thiếu sự giám sát để đổ trộm chất thải ra môi trường, khiến công tác quản lý gặp nhiều khó khăn.
“Tính từ năm 2023 đến nay, UBND xã Văn Môn đã phối hợp kiểm tra, phát hiện 60 vụ việc vi phạm pháp luật về môi trường trên địa bàn, xử phạt 46 vụ với tổng số tiền xử phạt là gần 760 triệu đồng. Hiện tại, địa phương vẫn tiếp tục đẩy mạnh công tác quản lý song song với tăng cường vận động, tuyên truyền tới các hộ dân. Đồng thời xã hội hoá được 81 mắt camera an ninh nhằm góp nâng cao ý thức trong việc giám sát tình trạng đổ, đốt chất thải không đúng nơi quy định”- ông Đoàn nói.
Như Báo Điện tử VOV đưa tintrước đó, ngày 17/7, Công an huyện Hiệp Hòa (tỉnh Bắc Giang) cho biết, đơn vị đã ra quyết định khởi tố vụ án hình sự ""Gây ô nhiễm môi trường"" xảy ra tại thôn Hương Sơn (xã Hòa Sơn, huyện Hiệp Hòa).
Bằng các biện pháp nghiệp vụ, cơ quan chức năng xác định, cuối năm 2023, Nguyễn Văn Đễ tập hợp được một lượng lớn chất thải rắn (thải ra từ quá trình luyện tái chế kim loại phế liệu ở xã Văn Môn, huyện Yên Phong) tại kho ở khu phố Đa Hội, phường Châu Khê, TP Từ Sơn, tỉnh Bắc Ninh.
Tuy nhiên, sau đó Đễ không tìm được cách xử lý số chất thải này nên nảy sinh ý định chôn lấp xuống đất. Sau mỗi lần chôn lấp chất thải thành công, đối tượng Đễ sẽ trả tiền công cho Nhật 12 triệu đồng.
Cũng theo Phó Chủ tịch UBND xã Văn Môn cho biết, Đối với công tác giải phóng mặt bằng dự án khu xử lý chất thải rắn sinh hoạt và chất thải rắn làng nghề xã Văn Môn, huyện Yên Phong còn gặp nhiều khó khăn do còn một số hộ dân không nhận tiền đền bù. Đến nay, có 71/78 hộ nhận tiền.
“Bên cạnh đó, tỉ lệ di dời các cơ sở sản xuất, hộ gia đình cô đúc nhôm trong làng nghề ra cụm công nghiệp đạt thấp 86/240 cơ sở (còn 154 cơ sở trong làng), nguyên nhân là do giá thuê mặt bằng trong cụm công nghiệp cao so với mặt bằng chung của huyện. Giá thuê trung bình tại đây là 8-9 triệu đồng/m2, đặc biệt có lô đến 10 triệu đồng/m2”- ông Đoàn thông tin.
Liên tiếp xử phạt cụm công nghiệp làng nghề Mẫn Xá. Năm 2021, UBND tỉnh Bắc Ninh ban hành Quyết định Xử phạt VPHC trong lĩnh vực kinh doanh bất động sản tại dự án CCN làng nghề Mẫn Xá, xã Văn Môn của Công ty cổ phần tập đoàn Hanaka với số tiền 275 triệu đồng (đã có hành vi vi phạm hành chính trong lĩnh vực kinh doanh bất động sản tại dự án) yêu cầu Công ty dừng kinh doanh bất động sản khi chưa đủ điều kiện theo quy định.

Năm 2023, Chủ tịch UBND tỉnh Bắc Ninh đã ban hành Quyết định số 2035/QĐ-XPHC xử phạt hành chính đối với Công ty cổ phần tập đoàn Hanaka đối với hành vi đưa công trình vào sử dụng, hoạt động khi chưa có văn bản chấp thuận kết quả nghiệm thu về phòng cháy và chữa cháy.
Nhiều năm trời sống chung với khói bụi và ô nhiễm, doanh nghiệp và người dân làng nghề Mẫn Xá hiểu rõ nhất mối nguy hiểm đối với sức khỏe như thế nào? Nên việc đưa ra các cơ chế phù hợp và đẩy nhanh tiến độ thực hiện các Dự án đầu tư xây dựng cụm công nghiệp làng nghề Mẫn Xá; dự án thu gom, vận chuyển và xử lý chất thải rắn tồn đọng tại xã Văn Môn; dự án đầu tư xây dựng khu xử lý chất thải rắn sinh hoạt và chất thải làng nghề xã Văn Môn cũng cần được tích cực triển khai để sớm có cơ sở khắc phục, xử lý tình trạng ô nhiễm môi trường hiện nay tại địa phương."
