STT,Category,Content
282,Thế giới,"Tổng thống Nga Putin cho biết sự hợp tác cùng có lợi giữa Moscow và Bắc Kinh được thúc đẩy bởi thực tế là hai nước là láng giềng và không cần phải vận chuyển nhiên liệu cũng như các hàng hóa khác bằng đường thủy.
“Toàn bộ biên giới là chung và nguồn năng lượng ở Nga là vô hạn”, ông Putin tuyên bố.
Tổng thống Nga lưu ý rằng Trung Quốc rất hài lòng khi mua các nguồn năng lượng của Nga và cho biết thêm rằng Nga đứng thứ tư về thị phần thương mại của Trung Quốc.
Vedomosti đưa tin vào tháng 7, trích dẫn dữ liệu hải quan Trung Quốc, thương mại giữa Nga và Trung Quốc đã đạt mức 65 tỷ USD trong nửa đầu năm nay, với mức xuất khẩu tài nguyên thiên nhiên đạt kỷ lục mới.
Theo số liệu mới nhất trong 6 tháng đầu năm, xuất khẩu hàng hóa của Nga sang Trung Quốc tăng 4% so với cùng kỳ năm trước, đạt mức kỷ lục 65,2 tỷ USD. Trong đó nguồn cung cấp dầu khí chiếm gần 90% lượng hàng xuất khẩu.
Trong thời gian đó, Trung Quốc đã mua dầu thô và các sản phẩm dầu mỏ khác từ Nga với giá trị 50 tỷ USD, so với 47 tỷ USD cùng kỳ năm ngoái.
Nga có trữ lượng khí đốt tự nhiên lớn nhất thế giới và là nước sản xuất khí đốt tự nhiên lớn thứ hai. Đây là nước sản xuất dầu lớn thứ ba, chiếm hơn 12% sản lượng toàn cầu và thị phần urani làm giàu của nước này ước tính là 40%. Nước này cũng nằm trong số mười nước sản xuất niken lớn nhất và là nước sản xuất titan lớn thứ ba thế giới.
VOV.VN - Ngày 18/10, Tổng thống Nga Vladimir Putin tuyên bố nước này sẽ không để Ukraine sở hữu vũ khí hạt nhân."
283,Thế giới,"Vận động cử tri trước ngày Bầu cử Mỹ, Phó Tổng thống Kamala Harris hôm qua đã xuất hiện cùng Ngôi sao nhạc pop Lizzo-  người sở hữu nhiều giải thưởng Grammy danh giá ngay tại quê nhà Detroit của nữ ca sĩ, đánh dấu ngày bỏ phiếu trực tiếp sớm đầu tiên. Bà b: “Bạn biết đấy, tất cả những điều tuyệt vời nhất đều được tạo ra ở Detroit. Coney Dogs, Faygo và Lizzo. Tôi rất tự hào khi đến từ thành phố này. Bạn biết đấy, họ nói rằng nếu Kamala thắng, thì cả đất nước sẽ giống như Detroit.”
Detroit nhận được nhiều sự chú ý sau khi cựu Tổng thống Donald Trump, ứng cử viên đảng Cộng hoà chỉ trích “thành phố ô tô” nổi tiếng này trong một cuộc vận động gần đây. Và bà Kamala Harris đã không bỏ qua cơ hội: “Chúng ta có quyền đưa ra quyết định về hướng đi của đất nước. Và chúng ta biết cuộc bầu cử này là về hai tầm nhìn rất khác nhau cho tương lai của chúng ta. Tầm nhìn của chúng ta tập trung vào tương lai…Giống như người dân Detroit, chúng ta có lòng kiên trì, chúng ta có sự xuất sắc, chúng ta có lịch sử.""
Bà Kamala Harris cũng sẽ tham gia cùng sẽ tham gia cùng ngôi sao nhạc R&B Usher tại một cuộc vận động bỏ phiếu ở Atlanta, Georgia trong ngày hôm nay 20/10. Trong khi đó, người giàu nhất thế giới Elon Musk sẽ vận động tranh cử cho cựu Tổng thống Donald Trump ở Pennsylvania.
Cả hai ứng cử viên đều đang chiến đấu trên mọi mặt trận để giành được sự ủng hộ của cử tri. Các cuộc thăm dò mới nhất cho thấy cuộc đua về cơ bản là ngang bằng khi chỉ còn chưa đầy 3 tuần nữa là đến Ngày bầu cử.
Tỷ phú Elon Musk chỉ trích gay gắt chính quyền Tổng thống Joe Biden và đã nổi lên như một nhân vật có ảnh hưởng trong nền chính trị Mỹ kể từ khi tiếp quản mạng xã hội Twitter, hiện được gọi là X. Giám đốc điều hành của Tesla và Space X đang đóng vai trò ngày càng nổi bật trong chiến dịch tranh cử của ông Donald Trump và đã quyên góp gần 75 triệu USD.
“Tôi ở Pennsylvania, và tôi ở đây vì một lý do rất quan trọng. Tôi nghĩ rằng Pennsylvania là chốt chặn trong cuộc bầu cử này. Cuộc bầu cử quyết định số phận của nước Mỹ, và cùng với số phận của nước Mỹ, đó là số phận của nền văn minh phương Tây.”
Trong nỗ lực thay đổi cục diện cuộc đua vào Nhà trắng vô cùng căng thẳng, bà Kamala Harris đã tăng cường tấn công vào “điểm yếu” của đối thủ là vấn đề tuổi tác. Ông Donald Trump 78 tuổi và hiện là ứng cử viên Tổng thống lớn tuổi nhất trong lịch sử nước Mỹ. Bên cạnh việc công kích lẫn nhau, cả hai ứng cử viên đều tập trung những ngày vận động tranh cử cuối cùng cho các bang chiến trường quan trọng, nơi mà hoạt động bỏ phiếu sớm đã diễn ra.
Chỉ còn chưa đầy 3 tuần nữa là đến ngày bầu cử, chiến dịch của bà Kamala Harris đang tăng cường kêu gọi những người ủng hộ đi bỏ phiếu sớm nhất có thể, coi đây như một thành trì chống lại xu hướng truyền thống của Đảng Cộng hòa trong Ngày bầu cử. Các số liệu của Đại học Florida cho thấy, tính đến tối ngày 18/10, đã có gần 12 triệu phiếu bầu được bỏ. Khoảng 1/3 trong số này là ở 7 bang dao động dự kiến sẽ quyết định cuộc bầu cử. Và nhìn vào số liệu phân chia theo đảng phái, những người theo đảng Dân chủ đã đăng ký chiếm khoảng 1 nửa trong tổng số những người bỏ phiếu sớm. Trong khi đó, những người theo đảng Cộng hoà chiếm khoảng 1/3."
284,Thế giới,"Hội nghị Bộ trưởng Quốc phòng  đầu tiên của Nhóm G7 diễn ra trùng thời điểm một máy bay không người lái nhằm vào tư dinh của Thủ tướng Israel Benjamin Netanyahu. Italy đảm nhận vai trò Chủ tịch luân phiên G7 trong bối cảnh phương Tây vẫn đang vật lộn với cuộcxung đột tại Ukraine, cùng những căng thẳng gia tăng dọc biên giới Triều Tiên- Hàn Quốc.
Phát biểu với báo chí sau cuộc họp tại thành phố miền Nam Napoli, Bộ trưởng Quốc phòng Italy Guido Crosetto cho rằng, G7 không thể tự mình giải quyết căng thẳng toàn cầu, mà cần phải thúc đẩy hành động trên toàn cộng đồng quốc tế: ""Một trong những điểm chính của cuộc họp là sự ủng hộ vững chắc đối với Ukraine... Chúng tôi cũng cam kết duy trì khu vực Ấn Độ Dương - Thái Bình Dương tự do và rộng mở, dựa trên sự tôn trọng luật pháp quốc tế, và phản đối bất kỳ nỗ lực đơn phương nào nhằm thay đổi nguyên trạng bằng vũ lực.”
Bên cạnh các thành viên G7 như Italy, Mỹ, Canada, Pháp, Đức, Anh và Nhật Bản, cuộc họp ngày hôm qua cũng có sự tham dự của các đại diện NATO, Liên minh châu Âu và Bộ trưởng Quốc phòng Ukraine Rustem Umerov. Trong tuyên bố cuối cùng, G7 ủng hộ con đường “không thể đảo ngược” của Ukraine hướng tới sự hội nhập  hoàn toàn vào châu Âu- Đại Tây Dương, bao gồm cả tư cách thành viên NATO. Trước đó, cũng trong tuần này, Tổng thống Ukraine Volodymyr Zelensky đã trình bày “kế hoạch chiến thắng” với EU và NATO, nhưng không nhận được phản hồi ngay lập tức của các đồng minh.
Tuyên bố chung của G7 cũng kêu gọi ngừng bắn ngay lập tức ở Gaza và trả tự do cho các con tin Israel vẫn bị lực lượng Hamas bắt giữ, nhấn mạnh các cuộc tấn công và trả thù có nguy cơ “làm gia tăng căng thẳng không thể kiểm soát ở Trung Đông”.
Bộ trưởng Quốc phòng Mỹ Lloyd Austin cho biết, ông muốn Israel giảm bớt cường độ các cuộc không kích vào Beirut và khẳng định Israel đã nói với Mỹ rằng họ không có ý định nhằm vào Lực lượng gìn giữ hoà bình Liên hợp quốc ở Lebanon: “Tương tự tại Gaza, chúng tôi tiếp tục cho rằng, số thương vong của dân thường là quá cao. Chúng tôi muốn Israel giảm bớt một số cuộc tấn công mà họ đang thực hiện, đặc biệt là ở và xung quanh thủ đô Beirut. Chúng tôi muốn mọi thứ chuyển sang một số loại đàm phán cho phán cho phép thường dân ở cả hai biên giới trở về nhà của họ.”
Italy là một trong những nước đóng góp chính cho Lực lượng gìn giữ hoà bình Liên hợp quốc ở Lebanon để giám sát tình hình dọc theo đường phân định biên giới với Israel. Thủ tướng Italy Giorgia Meloni  hôm 18/10 đã đến thăm Lebanon và Jordan.
Khi các Bộ trưởng Quốc phòng G7 nhóm họp, rất đông người biểu tình tập trung dưới trời mưa, tuần hành qua trung tâm thành phố Napoli, cầm cờ Palestine và kêu gọi chấm dứt ngay lập tức cuộc xung đột tại Gaza. Một số vụ đụng độ nhỏ giữa người biểu tình và cảnh sát đã được ghi nhận."
285,Thế giới,"Vụ việc xảy ra ngày 19/10 (theo giờ Mỹ) khi ít nhất hai đối tượng nổ súng vào đám đông tại một sự kiện ngoài trời với khoảng 200 đến 300 người đang tập trung ăn mừng chiến thắng sau trận bóng bầu dục của Trường trung học phổ thông quận Holmes.
Cảnh sát cho biết, vụ nổ súng xảy ra sau một cuộc ẩu đả giữa một số thanh niên. Lực lượng chức năng đang ráo riết truy tìm những nghi phạm có liên quan đến vụ việc và một cuộc điều tra cũng đang được gấp rút tiến hành."
286,Thế giới,"Giới chức Ukraine cho biết, hôm 18/10/2024 phía Nga đã trao trả cho Ukraine 501 thi thể binh sĩ Ukraine tử trận.
Hầu hết số lình này chết trận ở tỉnh Donetsk (miền Đông Ukraine), chủ yếu là quanh thị trấn chiến lược Avdiivka mà Nga chiếm được vào tháng 2 năm nay sau một trận chiến kéo dài và đẫm máu, theo thông cáo của Trung tâm Điều phối đối xử tù binh của Ukraine.
Trung tâm này cho hay, cơ quan thực thi pháp luật và chuyên gia pháp y của Ukraine sẽ nhận diện các nạn nhân trước khi bàn giao cho thân nhân để chôn cất.
Xung đột Nga - Ukraineđược cho là đã làm hàng chục ngàn binh sĩ của mỗi bên tham chiến tử trận. Hiện chưa có kiểm chứng độc lập với các số liệu này.
Tuần này, Tổng thống Ukraine Zelensky tiết lộ các chi tiết trong “Kế hoạch chiến thắng” của ông nhằm buộc Nga chấm dứt xung đột thông qua đàm phán."
287,Thế giới,"Campuchia là nước bị ô nhiễm bom mìn nặng do nhiều cuộc chiến tranh. Phát biểu trước hơn 4700 tình nguyện viên Hội Thanh niên Chữ Thập Đỏ Campuchia, ngày 19/10, Thủ tướng Hun Manet cho biết, trong hơn 30 năm qua, nước này khảo sát và rà phá sạch bom mìn trên diện tích hơn 3.000km2. Tuy nhiên, hiện vẫn còn hơn 1.700 km2 cần được rà phá, làm sạch bom mìn, đảm bảo cuộc sống an toàn cho khoảng 1 triệu người dân đang sinh sống tại những khu vực bị ảnh hưởng.
Để dễ hình dung, Thủ tướng Hun Manet so sánh diện tích vẫn còn bị ô nhiễm bom mìn tại Campuchia tương đương với 2,5 lần diện tích đất nước Singapore.
Nhân dịp này, Thủ tướng Hun Manet kêu gọi người dân tiếp tục ủng hộ các nỗ lực rà phá bom mìn của Chính phủ, đồng thời nhấn mạnh tầm quan trọng của việc giáo dục cho thanh thiếu niên về ý nghĩa, tầm quan trọng của hòa bình cũng như những hậu quả khủng khiếp của chiến tranh.
Các chiến dịch rà phá bom mìn quy mô lớn vì mục đích nhân đạo tại Campuchia được triển khai chính thức từ năm 1992. Với hàng triệu vật liệu chưa nổ trong chiến tranh được khảo sát và rà phá trong thời gian qua, phần lớn trong số 25 tỉnh, thành của Campuchia hiện đã tuyên bố không còn bom mìn và nước này đang quyết tâm hoàn thành mục tiêu làm sạch bom mìn trên cả nước vào năm 2025.
Tại cuộc họp lần thứ 21 của các quốc gia tham gia ký kết Công ước Quốc tế về cấm mìn sát thương (Công ước Ottawa) tại Geneva (Thụy Sĩ) cuối năm 2023, Campuchia đã được bầu làm nước đăng cai Hội nghị rà soát Công ước cấm mìn sát thương lần thứ 5 vào tháng 11/2024. Campuchia đã đặt tên cho sự kiện là “Hội nghị thượng đỉnh Siem Reap-Angkor về một thế giới không có bom mìn”."
288,Thế giới,"
Xem thêm:
>>Xem cách thủy quân lục chiến Nga đánh với quân Ukraine ở Kursk
>>Cách Hungary chặn viện trợ của EU cho Ukraine để giúp ông Trump
>>Toàn cảnh quốc tế sáng 20/10: Nga giăng “mê hồn trận” đánh lừa UAV Ukraine"
289,Thế giới,"Đợt tập trận này của Hàn Quốc sẽ kéo dài đến hết ngày 8/11 tới, với sự tham gia của nhiều binh chủng bao gồm bộ binh, pháo binh, tên lửa, tăng - thiết giáp, phòng không - không quân, cùng lực lượng cơ động.
Đây là hoạt động định kỳ dành cho binh sĩ Hàn Quốc nhưng lại diễn ra trong bối cảnh quan hệ giữa Hàn Quốc và Triều Tiên hiện nay đang gia tăng căng thẳng do nhiều động thái của các bên liên quan, hoạt động này được tiến hành theo kịch bản giả định xảy ra chiến sự trên bán đảo Triều Tiên và Hàn Quốc bị đối phương tấn công, nhằm tập trung lực lượng của toàn bộ hải quân, lục quân và không quân đối phó với nguy cơ bị công kích bất ngờ. Lực lượng quân đội Mỹ cũng tham gia một phần của hoạt động động này.
Phía Hàn Quốc cũng cho hay đang dành sự chú ý đặc biệt và theo dõi sát sao các diễn biến từ phía Triều Tiên, đồng thời tỏ ra rất quan ngại về một số động thái gần đây như nhà lãnh đạo Triều Tiên Kim Jong Un thị sát cơ sở làm giàu urani, việc phía Triều Tiên điều động quân đội và cho phá hủy nhiều đoạn đường dẫn sang Hàn Quốc...
Quân đội Hàn Quốc cũng khẳng định, Triều Tiên đang đẩy mạnh quá trình chuẩn bị, thử nghiệm phóng vệ tinh nhân tạo và có khả năng sẽ thực hiện rất sớm việc đưa vệ tinh lên quỹ đạo."
290,Thế giới,"Đây là lần đầu tiên các mẫu đất thu thập được từ phía xa (vùng tối) của Mặt Trăng được giới thiệu ra toàn cầu. Cục Vũ trụ Quốc gia Trung Quốc (CNSA) cho biết, việc công bố các mẫu này không chỉ cho thấy những tiến bộ công nghệ của nước này trong lĩnh vực không gian, mà còn mang lại triển vọng nghiên cứu mới cho các nhà khoa học vũ trụ toàn cầu.
Tại một cuộc họp báo về sứ mệnh Hằng Nga-6 trong khuôn khổ sự kiện, ông Lý Quốc Bình, Kỹ sư trưởng của CNSA, đã giới thiệu về các kế hoạch khám phá không gian sâu và Mặt Trăng trong tương lai của Trung Quốc, đồng thời kêu gọi hợp tác quốc tế trong việc phát triển Trạm nghiên cứu Mặt Trăng quốc tế (ILRS). Ông cũng thông báo đợt đăng ký toàn cầu thứ hai cho các mẫu Mặt Trăng của sứ mệnh Hằng Nga-5 sẽ sớm bắt đầu và hoan nghênh các nhà khoa học trên toàn thế giới tiến hành nghiên cứu khoa học chung.
Ông Quan Phong, Giám đốc Trung tâm Kỹ thuật Vũ trụ và Thám hiểm Mặt Trăng thuộc CNSA, khi giới thiệu về quá trình thực hiện sứ mệnh Hằng Nga-6 và tiến triển mới nhất về nghiên cứu các mẫu đất từ phía xa Mặt Trăng, cho biết nghiên cứu khoa học về các mẫu đất Mặt Trăng của sứ mệnh này sẽ được Trung Quốc triển khai một cách toàn diện, để sớm và nhanh có kết quả, nhằm mở rộng hiểu biết của nhân loại về Mặt Trăng.
Theo truyền thông Trung Quốc, Hội nghị hàng không vũ trụ quốc tế được tổ chức lần đầu vào năm 1950 và là sự kiện có uy tín trong ngành hàng không vũ trụ toàn cầu. Với chủ đề “Không gian có trách nhiệm vì sự phát triển bền vững”, hội nghị năm nay tại Italia đã quy tụ hơn 10.000 đại biểu là các nhà lãnh đạo của các cơ quan vũ trụ, tổ chức quốc tế, nhà nghiên cứu, doanh nhân và phi hành gia đại diện cho hơn 100 quốc gia và vùng lãnh thổ.
Hồi tháng 9, Trung Quốc đã công bố bài nghiên cứu đầu tiên về các mẫu đất ở phía xa Mặt Trăng và lần đầu tiên cho ra mắt các mẫu đất hiếm hoi này trên truyền thông trong nước."
291,Thế giới,"Thủ tướng Israel Benjamin Netanyahu ngày 20/10 đã cáo buộc Hezbollah đã cố gắng ám sát ông và vợ sau khi nhà của ông bị một máy bay không người lái phóng từ Lebanon đưa vào tầm ngắm.
Sáng 19/10, ba chiếc UAV có gắn thuốc nổ đã được phát hiện đang bay về phía thị trấn ven biển Caesarea ở miền Bắc Israel. Hai trong số đó đã bị Lực lượng Phòng vệ Israel (IDF) đánh chặn, trong khi chiếc thứ ba phát nổ gần nơi ở riêng của Thủ tướng. Netanyahu và vợ ông không có nhà trong cuộc tấn công, và có thương vong.
Hezbollah không nhận trách nhiệm về vụ tấn công ở Caesarea, nhóm ủng hộ Palestine này đã tuyên bố mở cuộc tấn công mới vào miền Bắc và miền Trung Israel, theo Al Jazeera.
Trong một thông điệp trên X, Thủ tướng Israel Netanyahu đã đưa ra lời cảnh báo mạnh mẽ tới Hezbollah và các đồng minh của họ tại Tehran. ""Nỗ lực ám sát tôi và vợ tôi của lực lượng ủy nhiệm Hezbollah của Iran hôm nay là một sai lầm nghiêm trọng"".
Thủ tướng Netanyahu cũng cam kết giải cứu các con tin Israel còn lại bị Hamas giam giữ ở Gaza và tạo điều kiện cho cư dân Israel trở về an toàn ở các khu vực biên giới với Lebanon, nơi thường xuyên bị Hezbollah tấn công.
“Israel quyết tâm đạt được mọi mục tiêu chiến tranh và thay đổi thực trạng an ninh trong khu vực cho nhiều thế hệ mai sau”, ông Netanyahu nói.
Khoảng 70.000 người Israel đã buộc phải rời bỏ nhà cửa do các cuộc tấn công của Hezbollah kể từ tháng 10 năm 2023. IDF đã tăng cường các cuộc không kích ở Lebanon vào tháng trước, giết chết một số thành viên cấp cao của Hezbollah, bao gồm cả thủ lĩnh lâu năm của nhóm, Hassan Nasrallah. Theo bộ Y tế Lebanon hơn 2.000 người đã thiệt mạng trong các cuộc không kích của Israel tại vào nước này.
VOV.VN - Giới chức Israel hôm qua (19/10) đồng loạt lên tiếng cáo buộc Iran đứng đằng sau cuộc tập kích bằng máy bay không người lái nhằm vào nhà riêng của Thủ tướng Netanyahu và dọa sẽ tiến hành biện pháp đáp trả mạnh mẽ. Trong khi đó, nhà nước Hồi giáo cáo buộc quốc gia đối địch đang đổ thêm dầu vào lửa tại khu vực Trung Đông.
"
292,Thế giới,"Mỹ, Hàn Quốc và Nhật Bản tuần trước đã công bố thành lập một nhóm mới với sự tham gia của đa quốc gia để giám sát việc thực thi lệnh trừng phạt đối với Triều Tiên sau khi Nga và Trung Quốc ngăn cản các hoạt động giám sát tại Liên Hợp Quốc.
Hồi tháng 3/2024 Nga bác bỏ việc gia hạn hoạt động của một nhóm chuyên gia Liên Hợp Quốc giám sát việc thực hiện các lệnh trừng phạt nhằm kiềm chế các chương trình hạt nhân và tên lửa của Triều Tiên. Trung Quốc đã bỏ phiếu trắng.
Bộ trưởng Ngoại giao - Choe Son Hui tuyên bố, những thế lực tham gia vào chiến dịch bôi nhọ Triều Tiên sẽ phải trả giá đắt cho hành động này. Bà cho rằng hoạt động của nhóm (gồm sự tham gia của 8 quốc gia) là hành vi sai trái khi coi thường trật tự quốc tế và là ""sự vi phạm trắng trợn nhất"" đối với chủ quyền của Triều Tiên."
293,Thế giới,"Trong tuyên bố của mình, Ngoại trưởng Triều Tiên nhấn mạnh, Mỹ và các quốc gia đi theo đang mưu đồ khôi phục mô hình đàn áp trừng phạt Triều Tiên bằng cách đi ngược lại các nguyên tắc được công nhận rộng rãi của luật pháp quốc tế lấy bình đẳng chủ quyền và không can thiệp vào công việc nội bộ của nhau làm cốt lõi.
Theo Đài truyền hình trung ương Trung Quốc (CCTV), bà Choe nói”: Nhóm chuyên gia làm việc trong 10 năm để giám sát “nghị quyết trừng phạt” của Liên Hợp Quốc đã biến mất. Cái gọi là “Nhóm giám sát trừng phạt đa quốc gia” thay thế là bất hợp pháp và là sự phủ nhận Hiến chương Liên Hợp Quốc.
Bà Choe Son Hui dẫn tuyên bố của nhà lãnh đạo Triều Tiên Kim Jong Un cho biết, nỗi đau mà Mỹ áp đặt lên người dân Triều Tiên sẽ chuyển thành sự phẫn nộ mạnh mẽ nhằm vào nước này và trở thành nhân tố quyết định và cơ hội chiến lược để tăng cường sức mạnh của Triều Tiên. Bà khẳng định, ý chí của Triều Tiên trong việc bảo vệ chủ quyền quốc gia và lợi ích phát triển, bảo vệ hòa bình, an ninh khu vực và thế giới trước những ý đồ thù địch của Mỹ và các nước đi theo là không thay đổi.
Ngoại trưởng Choe Son Hui cũng tuyên bố, Mỹ sẽ phải gánh vác trách nhiệm về vụ máy bay không người lái Hàn Quốc thâm nhập vào Bình Nhưỡng.
Được biết, nhóm chuyên gia của Ủy ban trừng phạt Triều Tiên thuộc Hội đồng Bảo an Liên Hợp Quốc đã kết thúc nhiệm kỳ và giải tán vào ngày 30/4. Bộ Ngoại giao Hàn Quốc ngày 16/10 cho biết, để bù đắp những thiếu sót trong cơ chế giám sát các lệnh trừng phạt đối với Triều Tiên, 11 quốc gia gồm Mỹ và Hàn Quốc đã thành lập “Nhóm giám sát trừng phạt đa quốc gia”."
294,Thế giới,"""Máy bay chiến đấu của Mỹ và Anh thực hiện hai cuộc không kích vào các cơ sở của lực lượng Houthi ở khu vực Ras Issa thuộc quận Al-Salif, tỉnh Hodeidah, miền tây Yemen"", tờ Sputnik dẫn nguồn quan chức địa phương cho hay.
Houthi nhiều lần bày tỏ ủng hộ với Palestine và tuyên bố ý định tấn công tàu liên quan tới Israel. Lực lượng này cũng nhấn mạnh họ không can thiệp vào quyền tự do hàng hải trong khu vực và không nhắm mục tiêu vào tàu của quốc gia khác.
Houthi là lực lượng kiểm soát vùng tây bắc Yemen. Lực lượng này đã ngăn chặn tàu thuyền của Israel và phương Tây ở biển Đỏ trong năm qua, nhằm gây sức ép buộc Israel ngừng tấn công Gaza. Ban đầu, Houthi chỉ nhắm vào các tàu ""có liên quan"" đến Israel, nhưng sau đó mở rộng hoạt động sang các tàu của Mỹ và Anh sau các cuộc không kích của hai nước này hồi tháng 1.
Hôm 4/10, quân đội Mỹ cũng nhắm vào 15 mục tiêu của Houthi để ""bảo vệ quyền tự do hàng hải, làm cho vùng biển quốc tế an toàn hơn, đảm bảo an ninh hơn cho các tàu của Mỹ, liên minh và các tàu buôn khác"".
Theo truyền thông Yemen, có 7 cuộc không kích nhắm vào sân bay Hodeidah và căn cứ quân sự tại Katheib. Hai vụ nổ diễn ra ở tỉnh Dhamar, ba vụ nổ ở tỉnh Bayda, phía đông nam Sanaa; bốn cuộc không kích khác nhắm vào chính thủ đô.
Các cuộc không kích này là hoạt động đầu tiên của Mỹ chống lại Houthi kể từ tháng 6. Washington đã cử một số tàu chiến vào khu vực này như một phần của ""Chiến dịch Người bảo vệ thịnh vượng"", hoạt động nhằm bảo vệ lưu thông trên eo biển Bab el-Mandeb. Tuy nhiên, hải quân Mỹ vẫn chưa thể ngăn chặn được Houthi, khiến hầu hết các công ty vận tải biển phương Tây phải tránh Kênh đào Suez và đi vòng qua châu Phi.
Mỹ cũng cáo buộc Houthi là lực lượng ủy nhiệm của Iran, nhưng nhóm này đã phủ nhận."
295,Thế giới,"Nga và Ukraine đã thực hiện cuộc trao đổi hôm 18/10, với mỗi bên nhận lại 95 tù binh theo một thỏa thuận mà Các Tiểu vương quốc Arab Thống nhất (UAE) đóng vai trò trung gian.
Theo Tổng thống Zelensky, những tù nhân Ukraine được trả tự do đã phục vụ trên nhiều mặt trận khác nhau, trong đó có một số người đã bảo vệ thành phố cảng Mariupol trong gần 3 tháng vào năm 2022.
Theo thống kê củaUkraine, đây là lần trao trả tù nhân thứ 58 kể từ khi chiến tranh nổ ra và nâng tổng số tù nhân được về nhà lên 3.767.
Một tổ chức tư nhân của Nga về bảo vệ quyền lợi của tù nhân chiến tranh đã công bố danh sách những tù binh được trả về nước và cho biết hầu hết trong số họ bị bắt ở khu vực Kursk, nơi lực lượng Ukraine đã tiến hành một cuộc đột kích vào tháng 8."
296,Thế giới,"Các bộ trưởng quốc phòng G7 cho biết trong tuyên bố chung được thông qua tại cuộc họp cấp bộ trưởng ở Naples (Italy).""Chúng tôi coi việc duy trì lợi thế quân sự của mình thông qua nghiên cứu, phát triển có trách nhiệm và áp dụng nhanh chóng các công nghệ mới, đặc biệt là các công nghệ trong lĩnh vực công nghệ mới nổi và mang tính đột phá là vô cùng quan trọng"".
Theo tuyên bố, các bộ trưởng quốc phòng G7 nhấn mạnh nhu cầu ""củng cố ngành công nghiệp quốc phòng, khuyến khích sự tham gia mạnh mẽ và hợp tác công nghiệp với các đối tác"".
Các bộ trưởng quốc phòng thừa nhận ""tầm quan trọng của việc đảm bảo tiếp cận nguồn tài chính đáng tin cậy, có thể dự đoán và ổn định cho các ngành công nghiệp quốc phòng"".
Họ cũng nhất trí sẽ ""tìm hiểu về hợp tác đa quốc gia về việc mua sắm vật dụng quốc phòng và tổng hợp nhu cầu để cải thiện hiệu quả"", tuyên bố nói thêm.
Các bộ trưởng quốc phòng của Mỹ, Anh, Đức, Pháp, Italy, Canada và Nhật Bản cũng có kế hoạch ""cải thiện khả năng tương tác, dựa trên các tiêu chuẩn chung đã có"". Họ thừa nhận ""nhu cầu giảm sự phụ thuộc quá nhiều vào nhiên liệu hóa thạch"" và ""tạo ra lực lượng lao động đáng tin cậy và tay nghề cao làm trụ cột răn đe và phòng thủ"".
Đồng thời, tuyên bố cho biết các nước G7 ủng hộ ""con đường không thể đảo ngược của Ukraine hướng tới sự hội nhập hoàn toàn vào châu Âu-Đại Tây Dương, bao gồm cả tư cách thành viên tổ chức Hiệp ước Bắc Đại Tây Dương (NATO)"".
Các bộ trưởng cũng cam kết tiếp tụchỗ trợ quân sự cho Ukraine, cả trong ngắn hạn và dài hạn, đồng thời nhấn mạnh tầm quan trọng của việc đào tạo và hỗ trợ cho Lực lượng Phòng vệ Ukraine.
Tuy nhiên, lập trường của Nhà Trắng liên quan đến việc Ukraine gia nhập NATO là lời mời gia nhập NATO có thể sẽ không được đưa ra trong thời gian ngắn, với lý do cần phải cải cách và đáp ứng các điều kiện an ninh của liên minh.
Ngày 19/10, Hội nghị bộ trưởng quốc phòng Nhóm 7 nước công nghiệp phát triển (G7) lần đầu tiên đã khai mạc tại thành phố Naples, miền Nam Italy trong bối cảnh căng thẳng leo thang ở Trung Đông và cuộcxung đột tại Ukrainevẫn đang tiếp diễn.
Bộ trưởng Quốc phòng Italy Guido Crosetto nhấn mạnh trong một ngày làm việc, các đại biểu sẽ dành nhiều không gian và thời gian để thảo luận về căng thẳng gia tăng ở Trung Đông. Ngoài ra, nội dung chương trình nghị sự còn bao gồm cuộc xung đột ở Ukraine, phát triển và an ninh ở châu Phi và tình hình ở châu Á - Thái Bình Dương."
297,Thế giới,"Cầu tàu trên đảo Sapelo bị sập khi đám đông tập trung lên đây để chờ phà, khiến ít nhất 20 người rơi xuống nước. 7 người chết, trong khi những người bị thương đã được đưa đến bệnh viện.
Tuần duyên Mỹ nhanh chóng triển khai trực thăng và tàu trang bị hệ thống định vị thủy âm để tiến hành chiến dịch tìm kiếm người còn mất tích. Nguyên nhân vụ việc cũng đang được điều tra làm rõ.
Được biết sự cố xảy ra khi đảo Sapelo đang tổ chức lễ hội để tôn vinh cộng đồng Gullah-Geechee, hậu duệ của những người châu Phi từng bị bắt làm nô lệ tại các đồn điền ở miền nam Mỹ.
Đảo này nằm ở bờ đông nam Mỹ, chỉ được kết nối với đất liền bằng đường thủy. Mỗi chuyến phà giữa đảo và đất liền kéo dài khoảng 20 phút."
298,Thế giới,"
Xem thêm:
>>Cách Ukraine dùng ""mỹ nhân kế"" hút nam giới vào quân đội
>>UAV Ukraine có tỷ lệ đánh trúng tới 80% nhờ vào AI?
>>Toàn cảnh quốc tế trưa 19/10: Nga dồn dập tập kích UAV vào Ukraine"
