STT,Category,Content
256,Xã hội,"Thông tin từ Công an huyện Kbang, chiều 22/10, tại đường Hai Bà Trưng, thuộc tổ 2, thị trấn Kbang, huyện Kbang, tỉnh Gia Lai xảy ra vụ tai nạn giao thông nghiêm trọng giữa 2 xe máy.
Thời điểm này anh Nguyễn Ngọc Trường, sinh năm 1999, trú tổ 1, thị trấn Kbang, huyện Kbang điều khiển xe máy, biển kiểm soát 81K2-6797 đi hướng thị trấn Kbang về xã Tơ Tung đã va chạm với xe máy, biển kiểm soát 81 H1 -057.43 đi hướng ngược lại do anh Huỳnh Thúc Thành, sinh năm 1988, trú tổ 4, thị trấn Kbang, huyện Kbang điều khiển.
Vụ tai nạn khiến anh Huỳnh Thúc Thành tử vong tại hiện trường; anh Nguyễn Ngọc Trường bị thương nặng và đã tử vong trên đường đi cấp cứu."
257,Xã hội,"Trao đổi với phóng viên liên quan đến thông tin về cơn bão TRAMI (tên tiếng Việt là Trà Mi) đang hoạt động ngoài khơi Philippines, ông Vũ Anh Tuấn, Phó trưởng phòng Dự báo thời tiết Trung tâm Dự báo KTTV Quốc gia cho biết, hiện bão Trà Mi đang hoạt động trên vùng biển phía Đông đảo Luzon (Philippines). Sức gió mạnh nhất vùng gần tâm bão mạnh cấp 9 (75-88km/h), giật cấp 11 và đang di chuyển theo hướng Tây Bắc, tốc độ khoảng 20km/h.
""Trong ngày 24/10, khả năng bão Trà Mi sẽ di chuyển vào Biển Đông trở thành cơn bão số 6 trong năm 2024. Sau khi vào Biển Đông, có khả năng bão đổi hướng di chuyển sang hướng Tây và cường độ tiếp tục mạnh thêm. Khi vượt qua quần đảo Hoàng Sa bão sẽ mạnh cấp 12 giật cấp 15, tiếp tục hướng về các tỉnh Trung Bộ. Do ảnh hưởng của bão Trà Mi, từ khoảng ngày 26-28/10 trên khu vực Trung Bộ có khả năng xảy ra đợt mưa lớn trên diện rộng"", ông Vũ Anh Tuấn nhận định.
Theo Trung tâm Dự báo KTTV Quốc gia, đến 7h ngày 24/10, bão Trà Mi hoạt động ở vị trí trên đất liền phía Tây đảo Luzon (Philippines). Đến 7h ngày 25/10, đi vào Biển Đông, cách quần đảo Hoàng Sa 650km về phía Đông Đông Bắc với sức gió mạnh cấp 10, giật cấp 12.
Đến 7h ngày 26/10, bão tiếp tục di chuyển theo hướng Tây Tây Bắc với tốc độ khoảng 15km/h và tăng cường độ lên cấp 12, giật cấp 15. Cấp độ rủi ro thiên tai cấp 3 ở khu vực Bắc Biển Đông.
Từ 72h đến 120h tiếp theo, bão di chuyển chủ yếu theo hướng Tây, mỗi giờ đi được khoảng 15km, sau có khả năng đổi hướng Tây Nam và di chuyển chậm lại.
Vùng biển phía Đông khu vực Bắc Biển Đông gió mạnh cấp 6-7. Từ sáng 24/10 tăng lên cấp 8-9 (62-88km/h), vùng gần tâm bão đi qua cấp 10-11 (89-117km/h), giật cấp 14, sóng biển cao 4,0-6,0m, vùng gần tâm bão 6,0-8,0m; biển động dữ dội. Tàu thuyền hoạt động trong các vùng nguy hiểm nói trên đều có khả năng chịu tác động của dông, lốc, gió mạnh, sóng lớn."
258,Xã hội,"Theo đó, ngày 17/10 vừa qua, Bệnh viện đa khoa tỉnh Sơn La tiếp nhận điều trị cho bệnh nhân Đ.V.T, 63 tuổi, trú tại huyện Sông Mã, tỉnh Sơn La, nhập viện trong tình trạng đau bụng, bụng chướng và bí trung đại tiện.
Qua khai thác bệnh sử được biết, bệnh nhân ở nhà ăn cá, trước khi vào viện 3 ngày xuất hiện triệu chứng đau bụng vùng trái, sau đó đau tăng dần và đau khắp bụng, sốt và chán ăn. Bệnh nhân được người nhà đưa vào BVĐK huyện Sông Mã thăm khám trước khi chuyển về  BVĐK tỉnh điều trị.
Sau khi thăm khám và thực hiện các chỉ định cận lâm sàng, bệnh nhân được chẩn đoán viêm phúc mạc do dị vật xương cá đâm thủng ruột/THA, có chỉ định phẫu thuật cấp cứu ngay. Ê-kíp phẫu thuật đã tiến hành gỡ ruột, lau rửa ổ bụng, lấy dị vật và khâu lỗ thủng của ruột. Ca phẫu thuật đã diễn ra thành công, hiện tình trạng sức khỏe bệnh nhân đã ổn định và đang tiếp tục được điều trị tại Bệnh viện.
Hóc xương cá là tai nạn sinh hoạt khá thường gặp, nếu không xử lý kịp thời có thể dẫn tới các biến chứng nặng nề. Thủng ruột là một trong những biến chứng hiếm gặp nhưng hết sức nguy hiểm, có thể dẫn tới tử vong; vì vậy, nếu có nghi ngờ hoặc phát hiện nuốt xương cá hay dị vật cần thăm khám ngay để được xử lý kịp thời.
Trường hợp xuất hiện các biểu hiện bất thường như đau tức ngực, đau bụng, sốt hoặc có các biểu hiện khác, cần đến ngay cơ sở y tế để kiểm tra, phát hiện và điều trị kịp thời, hạn chế để lâu sẽ dẫn đến những diễn biến nặng nề, nguy hiểm."
259,Xã hội,"Hàng loạt cây phi lao nhiều năm tuổi bật trơ gốc; từng mảng bó vỉa hè gãy vụn; nhiều đoạn đường bê tông bị đứt gãy trôi theo sóng biển,… Đây là những hình ảnh đang hiện ra tại đoạn bờ biển qua thôn Tân An, xã Phú Thuận, huyện Phú Vang, tỉnh Thừa Thiên Huế.
Tình trạng sạt lở bờ biển bất thường ở khu vực này khiến người dân bất an. Ông Tô Long, thôn Tân An, xã Phú Thuận, huyện Phú Vang lo lắng: “Mọi năm sạt lở ít, mấy năm thì mưa bão nhiều. Năm nay, mới đầu mùa mưa mà đã thấy sạt lở như vậy rồi. Người dân rất lo lắng”.
Tình trạng sạt lở bất thường tại bờ biển Phú Thuận xảy ra sau những trận mưa lớn vừa qua. Nước biển dâng cao kèm sóng to cuồn cuộn tấp vào gây xói lở nghiêm trọng bờ biển.
Biển xâm thực ăn sâu vào bờ cả trăm mét, kéo dài hàng trăm mét, phá hủy nhiều công trình, uy hiếp cuộc sống hơn 370 hộ dân. Ông Nguyễn Văn Nhân, Trưởng thôn Tân An, xã Phú Thuận, huyện Phú Vang nhận định: “Nếu có bão, chắc chắn tình trạng sạt lở sẽ ăn sâu vào nữa, gây nguy cơ ảnh hưởng đến tài sản của bà con xung quanh đây và nơi ăn, chốn ở của bà con. Người dân rất lo trong mùa mưa bão năm nay”.
Tình trạng sạt lở bờ biển tại xã Phú Thuận, huyện Phú Vang diễn biến phức tạp trong nhiều năm qua. Sau những đợt mưa to, sóng lớn, tình trạng xói lở càng nghiêm trọng hơn. Hầu hết những điểm sạt lở mới xuất hiện ở những đoạn bờ biển chưa được xây kè. Toàn xã Phú Thuận có bờ biển dài hơn 4 km nhưng mới chỉ có 2,5 km được đầu tư xây dựng bờ kè, phần còn lại tiếp tục bị xói lở hàng năm.
Ông Nguyễn Quang Dân, Chủ tịch Ủy ban Nhân dân xã Phú Thuận, huyện Phú Vang lo lắng: “Hiện nay, địa phương tiến hành di dời một số tài sản quanh khu vực này. Đồng thời, quán triệt các chủ nhà hàng chủ động phương án di dời khi có tình huống khẩn cấp xảy ra. Địa phương cũng kiến nghị các cơ quan chức năng nghiên cứu phương án tổng thể để có giải pháp khắc phục lâu dài, tránh nguy cơ sạt lở nghiêm trọng hơn”.
Tỉnh Thừa Thiên Huế ghi nhận hơn 14km bờ biển sạt lở nặng, tập trung ở các xã: Phong Hải, Điền Hòa, huyện Phong Điền; Quảng Ngạn, huyện Quảng Điền; Hải Dương, thành phố Huế; Phú Thuận, Phú Hải, Phú Diên, Vinh Thanh, huyện Phú Vang; Vinh Mỹ, Giang Hải, huyện Phú Lộc.
Ông Hoàng Hải Minh, Phó Chủ tịch Ủy ban Nhân dân tỉnh Thừa Thiên Huế cho biết: UBND tỉnh chỉ đạo các địa phương khẩn trương xử lý, gia cố khẩn cấp các điểm sạt lở. “Trong thời gian đến, tỉnh có đánh giá lại toàn bộ khu vực này và có giải pháp tổng thể để không để xảy ra tình trạng sạt lở hàng năm trong những đợt mưa lũ”."
260,Xã hội,"Tiếp tục kỳ họp thứ 8 Quốc hội khóa XV, sáng 23/10, Bộ trưởng Bộ Tài nguyên và Môi trường Đỗ Đức Duy, thừa ủy quyền của Thủ tướng trình bày Tờ trình về chủ trương điều chỉnh Quy hoạch sử dụng đất quốc gia thời kỳ 2021-2030, tầm nhìn đến năm 2050.
Theo kết quả khảo sát và báo cáo của các địa phương, đến ngày 31/12/2023, tính chung trong phạm vi cả nước, các chỉ tiêu sử dụng đất đã thực hiện sau 2 năm kể từ khi Quy hoạch sử dụng đất quốc gia được phê duyệt đạt khoảng từ 5% đến 10% so với chỉ tiêu sử dụng đất đến năm 2030 đã được Quốc hội phê duyệt. Trong đó, có một số chỉ tiêu thực hiện đạt cao như đất đô thị (21,99%), đất rừng sản xuất 19,59%, đất rừng đặc dụng (14,02%),… nhưng cũng có nhiều chỉ tiêu đạt thấp như đất xây dựng cơ sở văn hóa (1,96%), đất rừng phòng hộ (3,93%)....
Trình bày tờ trình của Chính phủ, Bộ trưởng Bộ Tài nguyên và Môi trường Đỗ Đức Duy nêu rõ, qua 3 năm tổ chức thực hiện Quy hoạch sử dụng đất quốc gia, đến nay nhiều chỉ tiêu sử dụng đất đã không còn phù hợp.
Từ cơ sở chính trị, căn cứ pháp lý và tình hình thực tiễn, Chính phủ trình Quốc hội quyết định chủ trương điều chỉnh Quy hoạch sử dụng đất quốc gia tại Kỳ họp thứ 8, Quốc hội khóa XV là rất cần thiết để Chính phủ có đủ thời gian tổ chức lập, thẩm định, trình Quốc hội xem xét, thông qua vào kỳ họp thường lệ cuối năm 2025, đáp ứng yêu cầu phát triển kinh tế - xã hội, bảo đảm quốc phòng, an ninh của đất nước, ông Duy trình bày.
Dự kiến các nội dung điều chỉnh Quy hoạch sử dụng đất quốc gia, Bộ trưởng cho biết, theo quy định của Luật Đất đai năm 2024, Chính phủ sẽ trình Quốc hội điều chỉnh Quy hoạch sử dụng đất quốc gia gồm: Điều chỉnh 8 chỉ tiêu sử dụng đất gồm: nhóm đất nông nghiệp (trong đó có các loại đất: đất trồng lúa, đất rừng đặc dụng, đất rừng phòng hộ, đất rừng sản xuất là rừng tự nhiên); nhóm đất phi nông nghiệp (trong đó có các loại đất: đất quốc phòng, đất an ninh). Không trình Quốc hội phê duyệt Kế hoạch sử dụng đất quốc gia.
Việc tính toán, xác định 8 chỉ tiêu sử dụng đất trong Quy hoạch sử dụng đất quốc gia điều chỉnh lần này cần phải tiến hành rà soát kỹ lưỡng, cân đối các chỉ tiêu sử dụng đất của các ngành, lĩnh vực và địa phương; trong đó, ưu tiên bố trí quỹ đất sử dụng cho mục đích quốc phòng, an ninh, giữ ổn định quỹ đất trồng lúa để bảo đảm an ninh lương thực quốc gia, quản lý chặt chẽ đất rừng, duy trì độ che phủ rừng để góp phần bảo vệ môi trường sinh thái, ứng phó với biến đổi khí hậu và thực hiện mục tiêu phát triển bền vững.
Chính phủ đề xuất nội dung Quốc hội quyết định chủ trương điều chỉnh Quy hoạch sử dụng đất quốc gia thời kỳ 2021 - 2030, tầm nhìn đến năm 2050: ""Đồng ý chủ trương giao Chính phủ tổ chức lập điều chỉnh Quy hoạch sử dụng đất quốc gia thời kỳ 2021-2030, tầm nhìn đến năm 2050, trình Quốc hội thông qua trong năm 2025"" và đưa thành một nội dung tại Nghị quyết chung của Kỳ họp thứ 8, Quốc hội khóa XV.
Trình bày báo cáo thẩm tra, Chủ nhiệm Ủy ban Kinh tế Vũ Hồng Thanh cho biết, Ủy ban tán thành sự cần thiết điều chỉnh Quy hoạch sử dụng đất quốc gia vì các căn cứ và nội dung như Tờ trình của Chính phủ.
Cơ quan thẩm tra chỉ ra rằng, báo cáo kết quả rà soát Quy hoạch sử dụng đất quốc gia là cơ sở quan trọng để đánh giá kết quả thực hiện Nghị quyết số 39/2021/QH15 ngày 13/11/2021 (Nghị quyết số 39). Tuy nhiên, các số liệu trong hồ sơ trình kèm theo mới được rà soát, cập nhật đến ngày 31/12/2023 là chưa đầy đủ.
Theo đó, nhiều chỉ tiêu được Quốc hội quyết định tại Nghị quyết số 39 đạt kết quả thấp.
Đất nông nghiệp đạt 2,65%; đất phi nông nghiệp đạt 5,53%; đất khu công nghiệp đạt 6,44%; đất giao thông đạt 10,81%; đất xây dựng cơ sở văn hóa đạt 1,96%; đất xây dựng cơ sở y tế đạt 5,5%; đất xây dựng cơ sở giáo dục và đào tạo đạt 3,37%; đất xây dựng cơ sở thể dục thể thao đạt 4,86%; đất công trình năng lượng đạt 7,51%, đất công trình bưu chính, viễn thông đạt 0,37%; đất có di tích lịch sử - văn hóa đạt 0,31%; đất bãi thải, xử lý chất thải đạt 4,18%.
Có chỉ tiêu còn chưa thực hiện, như đất xây dựng kho dự trữ quốc gia; đất khu kinh tế. Bên cạnh đó còn có sự chưa hợp lý trong việc phân bổ chỉ tiêu và khả năng thực hiện của các địa phương.
Ví dụ, tại tỉnh Điện Biên: chỉ tiêu đất khu công nghiệp được phân bổ là 55 ha, tuy nhiên, đến nay chưa được thực hiện. Tỉnh Lai Châu chỉ tiêu đất khu công nghiệp được phân bổ là 200 ha, tuy nhiên, đến nay chưa được thực hiện…
Ủy ban Kinh tế đề nghị Chính phủ đánh giá tác động của chính sách, pháp luật đến việc thực hiện các chỉ tiêu sử dụng đất; tiếp tục rà soát, làm rõ nguyên nhân đề xuất điều chỉnh các chỉ tiêu quy hoạch sử dụng đất, bảo đảm sát với nhu cầu thực tiễn.
Bên cạnh đó, cần rà soát, bổ sung cập nhật số liệu để tăng tính chính xác và thuyết phục, làm rõ các tác động của phương án điều chỉnh quy hoạch sử dụng đất đến quá trình đô thị hóa và phát triển hạ tầng; rà soát kỹ lưỡng nhu cầu sử dụng đất của địa phương và có phương án phân bổ phù hợp.
“Đồng thời, quá trình lập, điều chỉnh quy hoạch cần bảo đảm các định hướng chiến lược của Đảng, Nhà nước trong việc giữ diện tích đất trồng lúa, độ che phủ rừng, quan tâm đến việc bố trí đất ở, đất sản xuất cho đồng bào dân tộc thiểu số , đất để phục vụ việc ứng phó với biến đổi khí hậu như hiện tượng sạt lở, ngập úng, bồi lấp đất”, Chủ nhiệm Uỷ ban Kinh tế lưu ý."
261,Xã hội,"Ông L.V.T. bị tai nạn khi đang thực hiện khoan cọc nhồi, không may bị dây cáp quật mạnh vào vùng mặt, cổ và được cấp cứu tại Trung tâm Y tế huyện Tiên Yên trong tình trạng đa chấn thương, nguy kịch với nhiều vết thương hở... được đặt ống mở khí quản qua vết thương vùng cổ và tiếp tục chuyển lên Bệnh viện Đa khoa tỉnh Quảng Ninh.
Bệnh viện tỉnh Quảng Ninh đã nhanh chóng huy động hội chẩn giữa các bác sĩ chuyên ngành Ngoại lồng ngực, Tai mũi họng, Răng hàm mặt, Chấn thương, Phẫu thuật thần kinh và Gây mê hồi sức… Theo đó, các bác sĩ chẩn đoán nam bệnh nhân bị đa chấn thương gồm: Chấn thương sọ não vỡ xương chẩm, chấn thương hàm mặt vỡ xương hàm dưới, chấn thương ngực tràn khí màng phổi phải và đặc biệt là tổn thương đứt đôi khí quản cổ, nguy cơ tử vong cao.
Quá trình mổ cấp cứu, các bác sỹ đã cắt bỏ phần khí quản dập nát khoảng 4 cm và nối lại; xử lý các vết thương ở phổi, vùng mặt, nắn chỉnh và cố định xương hàm dưới bằng nẹp vít. Bệnh nhân được truyền hơn 1 lít máu và hồi sức trong 3 giờ mổ liên tục. Hiện bệnh nhân đã qua cơn nguy kịch và có dấu hiệu hồi phục tốt."
262,Xã hội,"Thông tin từ Hạt Quản lý đường bộ Mai Châu, vào hồi 01h05, ngày 23/10/2024 tại Km 127+300 quốc lộ 6, thuộc địa phận xóm Tòng, xã Tòng Đậu, huyện Mai Châu, tỉnh Hòa Bình: Xe ô tô đầu kéo BKS: 26H-00458 kéo theo rơ moóc biển số: 26R-00746 do lái xe anh Nguyễn Tú Tài, sinh ngày 26/9/1996, trú tại: Tiểu khu 3, xã Nà Mường, Mộc Châu, Sơn La điều khiển hướng đi Hà Nội - Sơn La, xe chở xi măng.
Nguyên nhân hệ thống phanh của xe mất hiệu lực, lái xe đã điều khiển xe lao vào đường lánh nạn, xe bị đổ nghiêng sườn trái, tạo ma sát lớn gây cháy đầu kéo BKS: 26H-00458 và rơ moóc. Hậu quả, không gây thiệt hại về người, xe đầu kéo 26H-00458 và phần rơ moóc bị cháy, về tài sản đường bộ có 15 trụ lốp bị hư hỏng.
Ngay sau khi vụ cháy xe xảy ra, Hạt Quản lý đường bộ Mai Châu đã phối hợp với Trạm CSGT Tân Lạc, lực lượng Công an Mai Châu, Văn phòng Quản lý Đường bộ I.1, Chính quyền địa phương giải quyết để đảm bảo giao thông đến khoảng 03h20 đám cháy được dập tắt."
263,Xã hội,"Dự báo diễn biến không khí lạnh trong 24 giờ đến 48 giờ tới như sau: Trong ngày 23/10, không khí lạnh sẽ tiếp tục ảnh hưởng đến những nơi khác ở phía Đông Bắc Bộ, Bắc Trung Bộ, một số nơi ở phía Tây Bắc Bộ và Trung Trung Bộ. Gió Đông Bắc cấp 3, vùng ven biển cấp 4-5.
Trong đợt không khí lạnh này ở khu vực Bắc Bộ, Thanh Hoá và Nghệ An trời mát; từ đêm 23/10, đêm và sáng trời lạnh, riêng vùng núi Bắc Bộ đêm và sáng trời rét. Nhiệt độ thấp nhất ở Bắc Bộ phổ biến từ 19-21 độ, vùng núi 17-19 độ, vùng núi cao có nơi dưới 16 độ; ở Thanh Hoá-Nghệ An nhiệt độ thấp nhất phổ biến từ 20-23 độ.
Khu vực Bắc Biển Đông (bao gồm cả vùng biển quần đảo Hoàng Sa) gió Đông Bắc mạnh cấp 6, có lúc cấp 7, riêng phía Đông cấp 6-7, giật cấp 8-9; biển động mạnh; sóng biển cao từ 3,0-6,0m; Ở vịnh Bắc Bộ gió Đông Bắc mạnh cấp 6, có lúc cấp 7, giật cấp 8-9; biển động mạnh; sóng biển cao từ 2,0-3,5m.
Trong ngày 23/10, ở khu vực từ Nam Nghệ An đến Thừa Thiên Huế có mưa, mưa vừa, cục bộ có nơi mưa to đến rất to và dông. Trong mưa dông có khả năng xảy ra lốc, sét và gió giật mạnh.
Mưa dông kèm theo các hiện tượng lốc, sét và gió giật mạnh có thể gây ảnh hưởng đến sản xuất nông nghiệp, làm gãy đổ cây cối, hư hại nhà cửa, các công trình giao thông, cơ sở hạ tầng. Mưa lớn cục bộ có khả năng gây ra tình trạng ngập úng tại các vùng trũng, thấp; lũ quét trên các sông, suối nhỏ, sạt lở đất trên sườn dốc.
Gió mạnh và sóng lớn trên biển có khả năng ảnh hưởng đến hoạt động của tàu thuyền và các hoạt động khác."
264,Xã hội,
265,Xã hội,"Theo Trung tâm Dự báo KTTV Quốc gia, vào hồi 7h ngày 23/10, cơn bão TRAMI (tiếng việt là Trà Mi), có vị trí tâm ở vào khoảng 15,7 độ Vĩ Bắc; 124,6 độ Kinh Đông, trên vùng biển phía Đông đảo Luzon (Philippines). Sức gió mạnh nhất vùng gần tâm bão mạnh cấp 9 (75-88km/h), giật cấp 11. Di chuyển theo hướng Tây Bắc, tốc độ khoảng 20km/h.
Dự báo diễn biến bão từ 24 đến 72h tới:
Từ 72 đến 120h tiếp theo, bão di chuyển chủ yếu theo hướng Tây, mỗi giờ đi được khoảng 15km, sau có khả năng đổi hướng Tây Nam và di chuyển chậm lại.
Vùng biển phía Đông khu vực Bắc Biển Đông gió mạnh cấp 6-7. Từ sáng 24/10 tăng lên cấp 8-9 (62-88km/h), vùng gần tâm bão đi qua cấp 10-11 (89-117km/h), giật cấp 14, sóng biển cao 4,0-6,0m, vùng gần tâm bão 6,0-8,0m; biển động dữ dội.
Tàu thuyền hoạt động trong các vùng nguy hiểm nói trên đều có khả năng chịu tác động của dông, lốc, gió mạnh, sóng lớn."
266,Xã hội,"Vượt thung lũng Hung Trâu, men theo độc đạo xuyên dãy núi đá vôi sừng sững, bản làng Yên Hợp, xã Thượng Hóa, huyện Minh Hóa hiện ra bình yên. Những năm gần đây, đồng bào Rục ở vùng này luôn đoàn kết, tích cực tăng gia sản xuất, thực hiện tốt chủ trương, đường lối của Đảng, chính sách, pháp luật của Nhà nước, góp phần xây dựng bản làng ngày càng khang trang.
Ông Trần Trung Trực, ở bản Yên Hợp, xã Thượng Hóa, huyện Minh Hóa nói rằng, bà con đã biết cách xây dựng mô hình phát triển kinh tế, vươn lên thoát nghèo, từ bỏ các tập tục lạc hậu, cùng nhau giữ bình yên cho bản làng. “Trước đây vất vả khó khăn lắm. Bây giờ thuận lợi là có được, trường, trạm. Và bây giờ có đồn Biên phòng, có Công an chính quy về. Bản làng nói tóm lại là làm ăn trôi chảy. Bà con cũng đoàn kết, giúp đỡ nhau. Ở đây dân người ta cũng đoàn kết, cũng hiểu biết, không bao giờ đi sai lệch con đường để kiện cáo, tố cáo, rồi viết đơn là không có”, ông Trần Trung Trực tâm sự.

Hàng tuần, trưởng bản Yên Hợp, xã Thượng Hóa sẽ tổ chức họp thôn bản 1 lần để thông tin các chủ trương, chính sách và nắm bắt tâm tư, nguyện vọng của dân bản. Cuộc họp có sự tham gia của cán bộ Công an, Bộ đội Biên phòng phụ trách địa bàn. Anh Cao Xuân Nhàn, trưởng bản Yên Hợp cho biết, ngoài những buổi họp thôn, cấp ủy Chi bộ thôn còn đến từng nhà để tìm hiểu đời sống dân bản, kịp thời giúp đỡ và cũng giải quyết những thắc mắc của bà con từ cơ sở.
Theo trưởng bản Cao Xuân Nhàn, cán bộ đồn Biên phòng Cà Xèng và Công an xã Thượng Hóa thường xuyên động viên, giúp đỡ bà con trong lao động sản xuất, vận động bà con xây dựng bản làng văn minh, nói không với các tệ nạn xã hội, giữ vững an ninh trật tự. “Có những hộ mà họ chưa biết thì chúng tôi đến nhà. Phối hợp với cấp ủy và chi bộ đến nhà họ giải thích các việc này là chưa đúng, cái việc này là chưa tốt.Và theo chủ trương của nhà nước cái này đúng, cái kia đúng thì bà con dân dần cũng tiếp thu”.

Để giữ bình yên các bản làng, lực lượng Bộ đội Biên phòng, Công an xã luôn bám sát địa bàn, đẩy mạnh tuyên truyền giáo dục pháp luật. Lực lượng Công an, quân sự địa phương phối hợp chặt chẽ với Bộ đội Biên phòng thường xuyên tuần tra, canh gác, giám sát địa bàn, bảo vệ cuộc sống bình yên cho bà con. Đại úy Cao Thanh Tùng, Phó Trưởng Công an xã Thượng Hóa, huyện Minh Hóa cho hay, hiện nay, lực lượng tham gia bảo vệ an ninh trật tự ở cơ sở đã được xây dựng tận các bản làng. Bên cạnh đó, lực lượng Công an đã “cùng ăn, cùng ở, cùng làm, cùng chia sẻ” với dân bản để làm tốt công tác dân vận, giải quyết các vấn đề xảy ra trên địa bàn biên giới.
Theo Đại úy Cao Thanh Tùng, nhờ bám sát địa bàn, thực hiện tốt công tác dân vận, các lực lượng trên địa bàn cũng kịp thời phát hiện và giải quyết các vụ việc phức tạp ngay tại địa bàn cơ sở. “Với vai trò của các cấp ủy thôn bản, trách nhiệm của lực lượng công an xã trong tham mưu đến cấp Đảng ủy, Chính quyền thì công an xã cũng phối hợp với cấp ủy thôn bản, phát huy vai trò của từng cá nhân thôn bản như Trưởng bản, Bí thư Chi bộ, trưởng ban Công tác mặt trận và những người có uy tín trong đồng bào, củng cố niềm tin của bà con đối với các chính sách của Đảng, pháp luật Nhà nước, cùng nhau tháo gỡ các vấn đề xảy ra trên địa bàn”.
Huyện Minh Hóa, tỉnh Quảng Bình có hơn 3.200 hộ đồng bào dân tộc thiểu số với gần 13.800 người, sống tập trung ở 4 xã biên giới Dân Hóa, Trọng Hóa, Thượng Hóa và Hóa Sơn. Trong 5 năm qua, Bộ đội Biên phòng tỉnh Quảng Bình cùng các lực lượng đóng chân trên địa bàn thực hiện nhiều công trình, phần việc giúp đỡ đồng bào nơi biên giới. Các lực lượng đã xây dựng 108 công trình “Ánh sáng vùng biên”, 13 công trình nước sinh hoạt, 12 cụm loa “Truyền thanh bản xa”, huy động hơn 7.000 ngày công giúp đỡ nhân dân, xây dựng 4 mô hình lúa nước trên biên giới.
Bộ đội Biên phòng cũng nhận đỡ đầu, nuôi dưỡng 99 học sinh trong Chương trình “Nâng bước em tới trường - Con nuôi đồn Biên phòng”, 250 em học sinh trong Dự án “Cán bộ, chiến sĩ Quân đội nâng bước em tới trường”, huy động hàng nghìn ngày công phối hợp với các cấp, ngành làm mới và sửa chữa hơn 150 nhà đại đoàn kết, nhà tình nghĩa, mái ấm biên cương giúp đồng bào dân tộc thiểu số. Nhờ vậy, đời sống đồng bào nơi biên giới ngày càng được cải thiện, bản làng ngày thêm khởi sắc.
Đại tá Ngô Minh Điền, Chính ủy Bộ đội Biên phòng tỉnh Quảng Bình cho biết: “Bộ đội Biên phòng tham mưu cho cấp ủy, chính quyền địa phương xây dựng, củng cố hệ thống chính trị ở cơ sở vững mạnh. Hướng dẫn bà con nhân dân biên giới trong phát triển kinh tế xã hội, xóa đói giảm nghèo bằng các việc làm cụ thể, bắt tay chỉ việc mang đến hiệu quả thiết thực, góp phần tích cực để nâng cao đời sống vật chất, tinh thần cho bà con nhân dân khu vực biên giới. Qua đó xây dựng nền biên phòng toàn dân, thế trận an ninh nhân dân ngày càng vững chắc, bảo vệ vững chắc chủ quyền lãnh thổ, an ninh biên giới quốc gia trong tình hình mới”."
267,Xã hội,"Phòng Cảnh sát giao thông, Công an tỉnh Hòa Bình cho biết, hệ thống camera giám sát trên địa bàn tỉnh Hòa Bình từ ngày 7 - 13/10 phát hiện 146 trường hợp vi phạm các lỗi không chấp hành hiệu lệnh của đèn tín hiệu giao thông, chạy quá tốc độ quy định."
268,Xã hội,"Hồi 01 giờ ngày 23/10, cơn bão TRAMI, tên tiếng việt là Trà Mi, có vị trí tâm ở vào khoảng 15,2 độ Vĩ Bắc; 125,4 độ Kinh Đông, trên vùng biển phía Đông Philippines. Sức gió mạnh nhất vùng gần tâm bão mạnh cấp 9 (75-88km/h), giật cấp 11. Di chuyển theo hướng Tây Bắc, tốc độ khoảng 20km/h.
Từ 72 đến 120 giờ tiếp theo, bão di chuyển chủ yếu theo hướng Tây, mỗi giờ đi được 15-20km, cường độ tiếp tục mạnh thêm.
Vùng biển phía Đông khu vực Bắc Biển Đông gió mạnh cấp 6-7. Từ sáng ngày 24/10 tăng lên cấp 8-9 (62-88km/h), vùng gần tâm bão đi qua cấp 10-11 (89-117km/h), giật cấp 14, sóng biển cao 4,0-6,0m, vùng gần tâm bão 6,0-8,0m; biển động dữ dội.
Tàu thuyền hoạt động trong các vùng nguy hiểm nói trên đều có khả năng chịu tác động của dông, lốc, gió mạnh, sóng lớn."
